$1,4,13165e-03,5,03674e+00,5,03167e+00,4,22478e-03
$5,3,57000e+00,2,07906e-02,3,57000e+00,2,07906e-02
$2,6,01818e-03,6,37177e-03,6,13122e-03,3,20815e+00
b,2,00000e-03,2,50000e+00,2,00000e-03,2,50000e+00
a,3,00000e-03,3,00000e-03,1,80000e+00,1,80000e+00
$4,2,64992e+00,2,64992e+00,5,35100e-03,5,35100e-03
out,4,13165e-03,5,03674e+00,5,03167e+00,4,22478e-03
$3,3,81992e+00,2,08593e-02,2,23632e-02,2,01623e-02
